# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Apr  4 14:25:57 2026
#
# User preference: *
#
# COLUMN toi:            TESS Object of Interest
# COLUMN pl_orbper:      Planet Orbital Period Value [days]
# COLUMN pl_orbpererr1:  Planet Orbital Period Upper Unc [days]
# COLUMN pl_orbpererr2:  Planet Orbital Period Lower Unc [days]
# COLUMN pl_orbperlim:   Planet Orbital Period Limit Flag
# COLUMN pl_trandurh:    Planet Transit Duration Value [hours]
# COLUMN pl_trandurherr1: Planet Transit Duration Upper Unc [hours]
# COLUMN pl_trandurherr2: Planet Transit Duration Lower Unc [hours]
# COLUMN pl_trandurhlim: Planet Transit Duration Limit Flag
# COLUMN pl_rade:        Planet Radius Value [R_Earth]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc [R_Earth]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc [R_Earth]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN st_teff:        Stellar Effective Temperature Value [K]
# COLUMN st_tefferr1:    Stellar Effective Termperature Upper Unc [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius Value [R_Sun]
# COLUMN st_raderr1:     Stellar Radius Upper Unc [R_Sun]
# COLUMN st_raderr2:     Stellar Radius Lower Unc [R_Sun]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN toi_created:    TOI Created Date
#
toi,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,toi_created
5351.01,2.8817237,0.0003267,-0.0003267,0,1.5960000,0.2290000,-0.2290000,0,14.3060000,0.9922390,-0.9922390,0,6182.0000000,125.3000000,-125.3000000,0,1.6400000,0.0900000,-0.0900000,0,2022-02-28 23:29:41
5352.01,2.0389145,0.0002887,-0.0002887,0,1.4200000,0.5540000,-0.5540000,0,8.6513600,0.9996150,-0.9996150,0,6396.0000000,177.7000000,-177.7000000,0,1.3600000,0.0600000,-0.0600000,0,2022-02-28 23:29:41
5353.01,1.2297408,0.0001024,-0.0001024,0,1.2340000,0.1390000,-0.1390000,0,9.9987500,0.6731670,-0.6731670,0,6186.6000000,135.1000000,-135.1000000,0,1.4500000,0.0800000,-0.0800000,0,2022-02-28 23:29:41
5354.01,4.7949288,0.0000127,-0.0000127,0,3.8980000,0.1230000,-0.1230000,0,12.1728000,0.7517600,-0.7517600,0,5850.0000000,128.2000000,-128.2000000,0,1.4100000,0.0800000,-0.0800000,0,2022-02-28 23:29:42
5355.01,9.6125545,0.0000893,-0.0000893,0,4.2420000,0.5090000,-0.5090000,0,9.0568600,0.5463570,-0.5463570,0,5825.7000000,101.7000000,-101.7000000,0,1.5100000,0.0700000,-0.0700000,0,2022-02-28 23:29:42
5356.01,3.1948695,0.0005079,-0.0005079,0,3.7860000,0.3120000,-0.3120000,0,13.3231000,0.7735650,-0.7735650,0,6577.4000000,111.2000000,-111.2000000,0,2.0000000,0.1000000,-0.1000000,0,2022-02-28 23:29:43
5357.01,9.6995203,0.0007293,-0.0007293,0,3.9980000,0.1970000,-0.1970000,0,11.9608000,0.7765700,-0.7765700,0,5504.0000000,332.4000000,-332.4000000,0,1.0600000,0.0700000,-0.0700000,0,2022-02-28 23:29:43
5358.01,2.6599132,0.0000111,-0.0000111,0,2.1637070,0.1732373,-0.1732373,0,3.4087339,0.3531836,-0.3531836,0,4636.3000000,110.2000000,-110.2000000,0,0.8025240,0.0636332,-0.0636332,0,2022-02-28 23:29:44
5359.01,1.6817287,0.0001363,-0.0001363,0,0.4910000,0.2970000,-0.2970000,0,9.2893100,2.9330900,-2.9330900,0,3174.0000000,157.0000000,-157.0000000,0,0.4700000,0.0200000,-0.0200000,0,2022-02-28 23:29:44
536.01,9.2432303,0.0000637,-0.0000637,0,2.4045872,0.2877249,-0.2877249,0,15.3965057,1.3283917,-1.3283917,0,5880.0000000,,,0,1.2998101,,,0,2019-03-28 00:07:14
5360.01,4.0107869,0.0000305,-0.0000305,0,0.8290000,0.2840000,-0.2840000,0,24.4253000,,,0,6175.1000000,85.2000000,-85.2000000,0,1.3800000,,,0,2022-02-28 23:29:45
5361.01,1.3574339,0.0003208,-0.0003208,0,2.3150000,0.3730000,-0.3730000,0,8.2279700,,,0,6332.0000000,122.0000000,-122.0000000,0,1.4000000,,,0,2022-02-28 23:29:45
5362.01,13.7279713,0.0002402,-0.0002402,0,3.0390000,0.6290000,-0.6290000,0,11.6412000,,,0,6416.5000000,168.1000000,-168.1000000,0,1.5700000,,,0,2022-02-28 23:29:45
5363.01,6.7504762,0.0006531,-0.0006531,0,3.1050000,0.3840000,-0.3840000,0,9.8391400,,,0,5318.7000000,59.3000000,-59.3000000,0,0.8900000,,,0,2022-02-28 23:29:46
5364.01,1.4466879,0.0000091,-0.0000091,0,0.9520000,0.2750000,-0.2750000,0,12.4180000,1.2835000,-1.2835000,0,6332.0000000,150.8000000,-150.8000000,0,4.2800000,0.2100000,-0.2100000,0,2022-02-28 23:29:46
5365.01,4.0069668,0.0000443,-0.0000443,0,5.8480000,0.9340000,-0.9340000,0,7.3945600,0.5853780,-0.5853780,0,6080.3000000,136.6000000,-136.6000000,0,2.7600000,0.1700000,-0.1700000,0,2022-02-28 23:29:47
5366.01,1.5328484,0.0003309,-0.0003309,0,2.2270000,0.3940000,-0.3940000,0,9.0804500,0.7346980,-0.7346980,0,6943.0000000,186.3000000,-186.3000000,0,1.6700000,0.0900000,-0.0900000,0,2022-02-28 23:29:47
5367.01,1.6649585,0.0000566,-0.0000566,0,1.5790965,0.1152141,-0.1152141,0,10.3733412,0.8197660,-0.8197660,0,6155.0000000,146.4000000,-146.4000000,0,1.0579900,0.0495276,-0.0495276,0,2022-02-28 23:29:47
5368.01,3.6127620,0.0003549,-0.0003549,0,2.8000000,0.2100000,-0.2100000,0,14.0647000,0.6795590,-0.6795590,0,7976.9000000,117.7000000,-117.7000000,0,1.6000000,0.0600000,-0.0600000,0,2022-02-28 23:29:48
5369.01,4.2460352,0.0004154,-0.0004154,0,4.4619131,0.1943777,-0.1943777,0,14.2200993,0.5534780,-0.5534780,0,5905.5000000,22.9000000,-22.9000000,0,1.5586300,,,0,2022-02-28 23:29:48
537.01,4.0379012,0.0000144,-0.0000144,0,2.9331124,0.1603818,-0.1603818,0,18.3826740,2.5047660,-2.5047660,0,6100.0000000,,,0,1.2729900,,,0,2019-03-28 00:07:14
5370.01,3.7539574,0.0002403,-0.0002403,0,2.5440000,0.1280000,-0.1280000,0,14.5318000,0.8719920,-0.8719920,0,6350.0000000,343.9000000,-343.9000000,0,1.5000000,0.0800000,-0.0800000,0,2022-02-28 23:29:49
5371.01,1.2761500,0.0000870,-0.0000870,0,0.9920000,0.2140000,-0.2140000,0,14.5092000,,,0,4671.0000000,123.0000000,-123.0000000,0,1.0300000,,,0,2022-02-28 23:29:49
5372.01,11.6270831,0.0000708,-0.0000708,0,2.3830000,0.7530000,-0.7530000,0,10.1847000,0.8880930,-0.8880930,0,5776.1000000,125.1000000,-125.1000000,0,1.6000000,0.0900000,-0.0900000,0,2022-02-28 23:29:50
5373.01,4.1878375,0.0001842,-0.0001842,0,2.9905904,0.0561570,-0.0561570,0,11.7695065,0.6327308,-0.6327308,0,5521.9500000,115.7260000,-115.7260000,0,1.1000700,0.0542789,-0.0542789,0,2022-03-01 00:00:34
5374.01,2.9164004,0.0000771,-0.0000771,0,3.2868100,0.0285336,-0.0285336,0,16.7783610,0.8236830,-0.8236830,0,5720.0000000,119.2000000,-119.2000000,0,1.8274400,0.0888216,-0.0888216,0,2022-03-01 00:00:35
5375.01,1.7215575,0.0000014,-0.0000014,0,1.7411525,0.0162037,-0.0162037,0,11.4801145,0.3511035,-0.3511035,0,3865.0000000,157.0000000,-157.0000000,0,0.6334260,0.0187028,-0.0187028,0,2022-03-01 00:00:35
5376.01,2.9859596,0.0000121,-0.0000121,0,1.6710000,0.2570000,-0.2570000,0,13.2487000,0.9539680,-0.9539680,0,6417.0000000,124.4770000,-124.4770000,0,2.8700000,0.1400000,-0.1400000,0,2022-03-01 00:00:36
5377.01,4.4626933,0.0001249,-0.0001249,0,3.6430000,0.7640000,-0.7640000,0,2.6855900,,,0,6803.0000000,,,0,1.6200000,,,0,2022-03-01 00:21:54
5378.01,5.2841676,0.0001685,-0.0001685,0,3.4100000,1.0050000,-1.0050000,0,13.6017000,,,0,4626.0000000,122.0000000,-122.0000000,0,5.0900000,,,0,2022-03-01 00:21:55
5379.01,12.7426508,0.0000192,-0.0000192,0,3.6330000,0.1520000,-0.1520000,0,16.6789000,0.8152730,-0.8152730,0,6385.0000000,132.8000000,-132.8000000,0,1.4700000,0.0700000,-0.0700000,0,2022-03-01 00:21:55
538.01,1.6697690,0.0003431,-0.0003431,0,2.0105348,0.3059774,-0.3059774,0,4.4985601,0.7500977,-0.7500977,0,3411.0000000,102.0000000,-102.0000000,0,0.4335120,0.0135164,-0.0135164,0,2019-03-28 00:07:14
5380.01,3.7723119,0.0000158,-0.0000158,0,2.8930000,0.2920000,-0.2920000,0,3.1306900,0.1788630,-0.1788630,0,6525.0000000,130.1000000,-130.1000000,0,1.5600000,0.0700000,-0.0700000,0,2022-03-01 00:21:56
5381.01,4.0802864,0.0000343,-0.0000343,0,1.4789165,0.5755117,-0.5755117,0,6.3009670,7.3202910,-7.3202910,0,6802.3000000,102.5000000,-102.5000000,0,2.6818500,0.1097390,-0.1097390,0,2022-03-01 00:21:56
5382.01,14.5416243,0.0003706,-0.0003706,0,4.3560000,1.3540000,-1.3540000,0,4.3531400,0.3281030,-0.3281030,0,6277.0000000,131.8000000,-131.8000000,0,1.7200000,0.0800000,-0.0800000,0,2022-03-01 00:21:57
5383.01,2.8114961,0.0000318,-0.0000318,0,3.3500000,0.5090000,-0.5090000,0,1.3996200,0.1052340,-0.1052340,0,6768.0000000,125.3380000,-125.3380000,0,1.4700000,0.0600000,-0.0600000,0,2022-03-24 21:34:46
5384.01,2.9895092,0.0000515,-0.0000515,0,3.3503883,0.0167793,-0.0167793,0,18.8182218,0.7559893,-0.7559893,0,6317.0000000,109.1000000,-109.1000000,0,1.6139600,0.0645854,-0.0645854,0,2022-03-24 21:34:47
5385.01,5.1665549,0.0007372,-0.0007372,0,5.9764524,0.1345096,-0.1345096,0,14.3194419,0.7824828,-0.7824828,0,6238.0000000,124.1180000,-124.1180000,0,2.0792000,0.1033470,-0.1033470,0,2022-03-24 21:34:47
5386.01,3.6215615,0.0000019,-0.0000019,0,1.8670000,0.2440000,-0.2440000,0,15.1893000,0.8526160,-0.8526160,0,5920.2000000,43.2000000,-43.2000000,0,1.4300000,0.0700000,-0.0700000,0,2022-03-24 21:34:47
5387.01,2.8037514,0.0000534,-0.0000534,0,2.7710000,0.5910000,-0.5910000,0,1.2731700,0.1254470,-0.1254470,0,7531.0000000,126.1570000,-126.1570000,0,1.5200000,0.0500000,-0.0500000,0,2022-03-24 21:34:48
5388.01,2.5946750,0.0000092,-0.0000092,0,0.3130000,0.2180000,-0.2180000,0,1.8942600,0.5588970,-0.5588970,0,3495.0000000,157.0000000,-157.0000000,0,0.3100000,0.0100000,-0.0100000,0,2022-03-24 21:34:48
5389.01,10.4014008,0.0032728,-0.0032728,0,2.3998128,0.2358986,-0.2358986,0,8.8111557,0.6774045,-0.6774045,0,3526.0000000,157.0000000,-157.0000000,0,0.4214280,0.0141762,-0.0141762,0,2022-03-24 21:34:49
539.01,0.3096062,0.0000041,-0.0000041,0,1.0298929,0.1647360,-0.1647360,0,1.5526965,0.3109348,-0.3109348,0,4836.0000000,178.0000000,-178.0000000,0,0.8131250,0.0531332,-0.0531332,0,2019-02-26 17:36:54
5390.01,15.0619708,0.0032604,-0.0032604,0,3.2914107,0.3385660,-0.3385660,0,4.6874830,1.1254267,-1.1254267,0,5441.3400000,142.3950000,-142.3950000,0,0.8906070,0.0558995,-0.0558995,0,2022-03-24 21:34:49
5391.01,13.6421377,0.0002811,-0.0002811,0,3.5220000,1.1700000,-1.1700000,0,1.7749900,0.1521090,-0.1521090,0,5961.0000000,118.2000000,-118.2000000,0,1.0200000,0.0500000,-0.0500000,0,2022-03-24 21:38:36
5392.01,17.5313321,0.0001734,-0.0001734,0,4.3340000,1.5730000,-1.5730000,0,1.6683800,0.3428760,-0.3428760,0,5464.0000000,124.5000000,-124.5000000,0,0.9000000,0.0500000,-0.0500000,0,2022-03-24 21:38:37
5393.01,30.0017176,0.0011945,-0.0011945,0,6.7370000,0.8950000,-0.8950000,0,1.8269300,0.1265930,-0.1265930,0,6194.0000000,123.5000000,-123.5000000,0,1.2500000,0.0500000,-0.0500000,0,2022-03-24 21:38:37
5394.01,15.1935123,0.0002181,-0.0002181,0,2.5820000,0.0850000,-0.0850000,0,9.6814400,0.5689160,-0.5689160,0,5977.0000000,121.9000000,-121.9000000,0,1.0700000,0.0500000,-0.0500000,0,2022-03-24 21:38:38
5395.01,6.5811814,0.0000368,-0.0000368,0,2.9820000,0.4020000,-0.4020000,0,1.8064100,0.1140170,-0.1140170,0,6269.0000000,129.2000000,-129.2000000,0,1.1700000,0.0500000,-0.0500000,0,2022-03-24 21:38:38
5396.01,32.1400505,0.0001447,-0.0001447,0,2.8090000,1.0520000,-1.0520000,0,22.7389000,,,0,5019.0000000,122.0000000,-122.0000000,0,3.3700000,,,0,2022-03-24 21:38:39
5397.01,9.6477019,0.0001811,-0.0001811,0,3.0030000,0.7140000,-0.7140000,0,2.5713300,0.2273240,-0.2273240,0,5621.7000000,137.0000000,-137.0000000,0,0.9500000,0.0600000,-0.0600000,0,2022-03-24 21:38:39
5398.01,10.5909230,0.0006842,-0.0006842,0,4.1050000,0.0760000,-0.0760000,0,11.1189000,0.4397770,-0.4397770,0,6017.1000000,99.5000000,-99.5000000,0,1.0500000,0.0400000,-0.0400000,0,2022-03-24 21:38:40
5398.02,4.7728997,0.0009118,-0.0009118,0,2.9060000,0.3160000,-0.3160000,0,3.3021300,0.1728790,-0.1728790,0,6017.1000000,99.5000000,-99.5000000,0,1.0500000,0.0400000,-0.0400000,0,2022-03-24 21:38:39
5399.01,4.0625969,0.0000846,-0.0000846,0,3.9520000,0.8120000,-0.8120000,0,3.7081500,1.4663600,-1.4663600,0,6629.0000000,159.3000000,-159.3000000,0,2.0900000,0.0900000,-0.0900000,0,2022-03-24 21:40:43
540.01,1.2391534,0.0000049,-0.0000049,0,0.4887749,0.1137868,-0.1137868,0,0.9654706,0.4161871,-0.4161871,0,3042.0000000,,,0,0.1971170,0.0059257,-0.0059257,0,2019-05-07 17:42:38
5400.01,19.8067259,0.0001331,-0.0001331,0,4.5000000,0.4620000,-0.4620000,0,4.4653300,0.2680780,-0.2680780,0,5513.0000000,226.5000000,-226.5000000,0,0.9500000,0.0500000,-0.0500000,0,2022-03-24 21:57:24
5401.01,6.8291029,0.0000085,-0.0000085,0,9.8781473,0.0618209,-0.0618209,0,12.9127343,0.4435877,-0.4435877,0,9333.0000000,134.2940000,-134.2940000,0,4.3379302,0.1334920,-0.1334920,0,2022-03-24 22:09:23
5402.01,3.3174026,0.0000258,-0.0000258,0,3.0212720,0.3940259,-0.3940259,0,1.4488457,1.3616685,-1.3616685,0,4363.0000000,130.6630000,-130.6630000,0,0.6778390,0.0593291,-0.0593291,0,2022-03-24 22:17:31
5403.01,12.8355591,0.0000974,-0.0000974,0,1.8050000,0.1700000,-0.1700000,0,11.2388000,1.0016300,-1.0016300,0,5311.7000000,181.4000000,-181.4000000,0,0.9500000,0.0800000,-0.0800000,0,2022-04-20 18:22:31
5404.01,2.1774750,0.0005882,-0.0005882,0,2.4540000,0.6920000,-0.6920000,0,4.0501400,0.3558380,-0.3558380,0,4027.0000000,159.0000000,-159.0000000,0,0.5700000,0.0200000,-0.0200000,0,2022-04-20 18:22:32
5405.01,9.0711977,0.0001124,-0.0001124,0,4.1830000,0.3640000,-0.3640000,0,10.7594000,,,0,5649.0000000,123.0000000,-123.0000000,0,1.0600000,,,0,2022-04-20 18:22:32
5406.01,0.8045139,0.0000026,-0.0000026,0,1.2590000,0.2000000,-0.2000000,0,10.2090000,,,0,7110.0000000,122.0000000,-122.0000000,0,1.5900000,,,0,2022-04-20 18:22:32
5407.01,5.4683192,0.0006124,-0.0006124,0,3.2510000,0.2220000,-0.2220000,0,13.9823000,0.8142770,-0.8142770,0,6606.6000000,131.3000000,-131.3000000,0,1.3600000,0.0700000,-0.0700000,0,2022-04-20 18:22:33
5408.01,0.9598377,0.0000968,-0.0000968,0,1.4290000,0.2950000,-0.2950000,0,17.4316000,1.8312100,-1.8312100,0,7575.0000000,179.4000000,-179.4000000,0,3.3100000,0.2500000,-0.2500000,0,2022-04-20 18:22:33
5409.01,0.5943850,0.0000039,-0.0000039,0,0.5730000,0.1590000,-0.1590000,0,7.4455800,,,0,6078.0000000,122.0000000,-122.0000000,0,1.3000000,,,0,2022-04-20 18:22:34
541.01,1.3534084,0.0003553,-0.0003553,0,1.8466332,0.2072785,-0.2072785,0,18.1129716,2.2638414,-2.2638414,0,4978.0000000,180.0000000,-180.0000000,0,1.1676600,,,0,2019-03-28 00:07:14
5410.01,4.1059353,0.0006965,-0.0006965,0,3.0310000,0.2820000,-0.2820000,0,13.5550000,,,0,6140.3000000,71.8000000,-71.8000000,0,1.2500000,,,0,2022-04-20 18:22:34
5411.01,3.0604071,0.0001306,-0.0001306,0,3.1750000,0.1720000,-0.1720000,0,18.6847000,,,0,6623.0000000,123.0000000,-123.0000000,0,1.6700000,,,0,2022-04-20 18:22:35
5412.01,0.3828485,0.0000007,-0.0000007,0,0.4930000,0.1010000,-0.1010000,0,13.7767000,5.1304300,-5.1304300,0,6419.6000000,143.5000000,-143.5000000,0,1.6800000,0.0900000,-0.0900000,0,2022-04-20 18:22:35
5413.01,12.6124830,0.0022643,-0.0022643,0,3.4060000,0.4270000,-0.4270000,0,5.4339700,0.4023530,-0.4023530,0,5981.0000000,131.1000000,-131.1000000,0,1.3400000,0.0800000,-0.0800000,0,2022-04-20 18:22:36
5414.01,10.7833596,0.0036968,-0.0036968,0,3.9570000,0.6710000,-0.6710000,0,15.4312000,4.0866100,-4.0866100,0,3892.0000000,157.0000000,-157.0000000,0,0.7000000,0.0200000,-0.0200000,0,2022-04-20 18:22:36
5415.01,2.9858191,0.0000089,-0.0000089,0,2.9660000,0.1620000,-0.1620000,0,17.8139000,,,0,7497.0000000,123.0000000,-123.0000000,0,1.8100000,,,0,2022-04-20 18:22:37
5416.01,13.0086903,0.0011304,-0.0011304,0,3.7378335,0.1836579,-0.1836579,0,10.9890553,8.5885105,-8.5885105,0,3799.0000000,157.0000000,-157.0000000,0,0.5202620,0.0155445,-0.0155445,0,2022-04-20 18:22:37
5417.01,2.8675385,0.0000709,-0.0000709,0,2.8800000,0.0880000,-0.0880000,0,14.6783000,1.2584700,-1.2584700,0,6219.5000000,102.2000000,-102.2000000,0,1.1800000,0.1000000,-0.1000000,0,2022-04-20 18:22:38
5418.01,1.6421819,0.0000144,-0.0000144,0,2.4590000,0.3700000,-0.3700000,0,2.5444500,0.1907020,-0.1907020,0,5627.0000000,220.5000000,-220.5000000,0,0.7900000,0.0400000,-0.0400000,0,2022-04-20 18:22:38
5419.01,4.8002161,0.0000310,-0.0000310,0,2.4390000,0.4310000,-0.4310000,0,15.2174000,,,0,6498.4000000,55.8000000,-55.8000000,0,1.4100000,,,0,2022-04-20 18:22:38
542.01,1.6318282,0.0000092,-0.0000092,0,1.2668494,0.2354332,-0.2354332,0,11.5558043,1.9382849,-1.9382849,0,5084.0000000,181.0000000,-181.0000000,0,0.9425220,,,0,2019-03-28 00:07:14
5420.01,6.0614403,0.0006945,-0.0006945,0,3.6010000,0.4410000,-0.4410000,0,10.0397000,0.7756610,-0.7756610,0,6507.7000000,141.9000000,-141.9000000,0,1.4300000,0.0800000,-0.0800000,0,2022-04-20 18:22:39
5421.01,6.5552932,0.0005037,-0.0005037,0,3.0160000,0.7780000,-0.7780000,0,19.1366000,1.5398900,-1.5398900,0,7787.0000000,152.8000000,-152.8000000,0,2.6400000,0.1600000,-0.1600000,0,2022-04-20 18:22:39
5422.01,5.3767997,0.0003298,-0.0003298,0,4.7792512,0.1630976,-0.1630976,0,10.5654196,0.9416003,-0.9416003,0,5663.5000000,103.8000000,-103.8000000,0,1.5729400,0.1123620,-0.1123620,0,2022-04-20 18:22:40
5423.01,5.7188414,0.0010590,-0.0010590,0,2.2172849,0.9395022,-0.9395022,0,4.2762449,4.4238133,-4.4238133,0,4964.8000000,105.8000000,-105.8000000,0,0.7603600,0.0422990,-0.0422990,0,2022-04-20 18:22:40
5423.02,3.3928027,0.0005515,-0.0005515,0,2.2095141,0.6637913,-0.6637913,0,3.7170935,2.0813854,-2.0813854,0,4964.8000000,105.8000000,-105.8000000,0,0.7603600,0.0422990,-0.0422990,0,2025-01-09 23:36:25
5424.01,0.8999342,0.0000042,-0.0000042,0,1.6060000,0.3060000,-0.3060000,0,6.8761000,0.5470960,-0.5470960,0,6211.0000000,120.8000000,-120.8000000,0,1.6400000,0.0900000,-0.0900000,0,2022-04-20 18:22:41
5425.01,0.4553752,0.0000153,-0.0000153,0,0.6040000,0.0850000,-0.0850000,0,7.9095000,0.6158400,-0.6158400,0,6439.0000000,410.9000000,-410.9000000,0,1.0700000,0.0600000,-0.0600000,0,2022-04-20 18:22:41
5426.01,5.8095099,0.0000437,-0.0000437,0,2.4270000,0.7670000,-0.7670000,0,5.0621000,0.5139800,-0.5139800,0,6353.1000000,142.0000000,-142.0000000,0,1.1500000,0.0900000,-0.0900000,0,2022-04-20 18:22:42
5427.01,5.2374183,0.0000056,-0.0000056,0,3.7410000,0.0640000,-0.0640000,0,14.2208000,0.8240950,-0.8240950,0,6042.1000000,117.6000000,-117.6000000,0,1.2700000,0.0700000,-0.0700000,0,2022-04-20 18:22:42
5428.01,3.0343155,0.0001933,-0.0001933,0,1.6640000,0.3080000,-0.3080000,0,12.5732000,,,0,8415.0000000,,,0,2.1600000,,,0,2022-04-20 18:22:43
5429.01,4.2318085,0.0005616,-0.0005616,0,2.5580000,0.3640000,-0.3640000,0,7.8889500,0.5914890,-0.5914890,0,8064.0000000,170.6000000,-170.6000000,0,1.9100000,0.0900000,-0.0900000,0,2022-04-20 18:22:43
543.01,0.5308930,0.0001460,-0.0001460,0,1.9101770,0.2345090,-0.2345090,0,3.7472020,0.9002320,-0.9002320,0,3085.0000000,99.0000000,-99.0000000,0,0.1930000,0.0440000,-0.0440000,0,2019-03-28 00:07:14
5430.01,3.8635521,0.0002295,-0.0002295,0,3.8960000,0.1830000,-0.1830000,0,15.1873000,,,0,6797.0000000,122.0000000,-122.0000000,0,1.4200000,,,0,2022-04-20 18:22:44
5431.01,4.7887850,0.0000165,-0.0000165,0,3.1350000,0.6090000,-0.6090000,0,16.3086000,,,0,6045.0000000,122.0000000,-122.0000000,0,1.8300000,,,0,2022-04-20 18:22:44
5432.01,2.9525486,0.0001132,-0.0001132,0,2.6940000,0.1370000,-0.1370000,0,11.4188000,0.6444570,-0.6444570,0,5612.0000000,124.4000000,-124.4000000,0,1.4800000,0.0800000,-0.0800000,0,2022-04-20 18:22:45
5433.01,4.1459886,0.0004684,-0.0004684,0,2.6040000,0.3030000,-0.3030000,0,12.1704000,0.7168330,-0.7168330,0,3981.0000000,157.0000000,-157.0000000,0,0.7100000,0.0200000,-0.0200000,0,2022-04-20 18:22:45
5434.01,4.1629444,0.0000214,-0.0000214,0,2.0640000,0.3470000,-0.3470000,0,11.6330000,0.8357160,-0.8357160,0,6005.0000000,142.1000000,-142.1000000,0,1.8800000,0.1000000,-0.1000000,0,2022-04-20 18:22:45
5435.01,1.2699324,0.0000252,-0.0000252,0,1.5960000,0.6550000,-0.6550000,0,7.5619700,0.9945860,-0.9945860,0,9649.0000000,275.3000000,-275.3000000,0,1.7400000,0.1400000,-0.1400000,0,2022-04-20 18:22:46
5436.01,11.9285531,0.0000318,-0.0000318,0,2.2830000,0.1570000,-0.1570000,0,16.0753000,,,0,5447.3000000,90.5000000,-90.5000000,0,1.0900000,,,0,2022-04-20 18:22:46
5437.01,3.4201500,0.0002307,-0.0002307,0,3.8010000,0.2120000,-0.2120000,0,18.3061000,,,0,5708.0000000,127.0000000,-127.0000000,0,1.7600000,,,0,2022-04-20 18:22:47
5438.01,2.5842514,0.0002224,-0.0002224,0,1.8370000,0.1900000,-0.1900000,0,7.5042400,,,0,5860.5000000,,,0,1.5100000,,,0,2022-04-20 18:22:47
5439.01,5.0775738,0.0000216,-0.0000216,0,4.0530000,0.2170000,-0.2170000,0,18.5536000,,,0,7648.8000000,56.5000000,-56.5000000,0,2.0000000,,,0,2022-04-20 18:22:48
544.01,1.5483542,0.0000042,-0.0000042,0,1.2030925,0.1491982,-0.1491982,0,2.1601741,0.6412675,-0.6412675,0,4665.0000000,177.0000000,-177.0000000,0,0.6634140,0.0607689,-0.0607689,0,2019-03-28 00:07:14
5440.01,3.8138120,0.0003866,-0.0003866,0,2.5720000,0.4560000,-0.4560000,0,3.4427800,0.2837580,-0.2837580,0,4689.0000000,123.2000000,-123.2000000,0,0.7100000,0.0500000,-0.0500000,0,2022-04-20 18:22:48
5441.01,2.8633026,0.0000248,-0.0000248,0,0.9410000,0.2530000,-0.2530000,0,11.4725000,,,0,6642.2000000,191.5000000,-191.5000000,0,1.4500000,,,0,2022-04-20 18:22:48
5442.01,12.7091678,0.0000599,-0.0000599,0,1.7460000,0.3180000,-0.3180000,0,16.3709000,6.3109100,-6.3109100,0,6145.0000000,134.7000000,-134.7000000,0,1.2500000,0.0600000,-0.0600000,0,2022-04-20 18:22:49
5443.01,1.6757659,0.0001851,-0.0001851,0,2.2480000,0.3390000,-0.3390000,0,7.6258800,0.6567330,-0.6567330,0,6960.9000000,153.6000000,-153.6000000,0,1.5300000,0.0900000,-0.0900000,0,2022-04-20 18:22:49
5444.01,10.2780324,0.0009659,-0.0009659,0,1.6420000,0.3590000,-0.3590000,0,11.8122000,0.8514450,-0.8514450,0,6545.7000000,108.0000000,-108.0000000,0,1.3000000,0.0600000,-0.0600000,0,2022-04-20 18:22:50
5445.01,6.3780197,0.0004334,-0.0004334,0,1.2260000,0.3830000,-0.3830000,0,18.7767000,1.5876200,-1.5876200,0,6540.2000000,146.9000000,-146.9000000,0,2.0300000,0.1200000,-0.1200000,0,2022-04-20 18:22:50
5446.01,4.4977307,0.0008030,-0.0008030,0,3.2573447,0.2675436,-0.2675436,0,13.0442723,1.0894208,-1.0894208,0,6544.0000000,126.8000000,-126.8000000,0,1.5335000,0.0749346,-0.0749346,0,2022-04-20 18:22:51
5447.01,1.4958429,0.0000186,-0.0000186,0,1.5340000,0.3350000,-0.3350000,0,6.7055300,,,0,5666.0000000,122.0000000,-122.0000000,0,1.2700000,,,0,2022-04-20 18:22:51
5448.01,3.2140310,0.0010022,-0.0010022,0,2.2150000,0.3650000,-0.3650000,0,6.7786900,0.4762320,-0.4762320,0,5366.0000000,109.0000000,-109.0000000,0,0.8500000,0.0400000,-0.0400000,0,2022-04-20 18:22:52
5449.01,2.5444539,0.0002997,-0.0002997,0,3.7090000,0.3830000,-0.3830000,0,12.5904000,,,0,6171.0000000,123.0000000,-123.0000000,0,1.7700000,,,0,2022-04-20 18:22:52
545.01,1.9000862,0.0000039,-0.0000039,0,2.3058232,0.0969878,-0.0969878,0,15.0496208,0.5327904,-0.5327904,0,5440.0000000,,,0,0.9340280,,,0,2019-03-28 00:07:14
